COUNTRY,QTA_EVASA_TOTALE,DESCRIZIONE1
Libya,1388.0,PERNO
MEXICO,9024.0,PETTINE DI TRASFERIMENTO
USA,3249.0,PETTINE DI TRASFERIMENTO
Spain,2556.0,PETTINE DI TRASFERIMENTO
ITALY,1771.0,PETTINE DI TRASFERIMENTO
Brazil,1243.0,PETTINE DI TRASFERIMENTO
MEXICO,11817.0,PIATTO
USA,8689.0,PIATTO
Spain,4842.0,PIATTO
UNITED KINGDOM,2408.0,PIATTO
CHINA,2135.0,PIATTO
Spain,26.0,PIATTO BUGNATO
ROMANIA,16.0,PIATTO BUGNATO
Brazil,10.0,PIATTO BUGNATO
MEXICO,8.0,PIATTO BUGNATO
Argentina,7.0,PIATTO BUGNATO
USA,1101.0,PIATTO DA LAMIERA
MEXICO,325.0,PIATTO DA LAMIERA
Ireland,246.0,PIATTO DA LAMIERA
UNITED KINGDOM,194.0,PIATTO DA LAMIERA
CHINA,183.0,PIATTO DA LAMIERA
Spain,34.0,PIATTO DI PASSAGGIO
Serbia,30.0,PIATTO DI PASSAGGIO
UNITED KINGDOM,20.0,PIATTO DI PASSAGGIO
MEXICO,17.0,PIATTO DI PASSAGGIO
POLAND,12.0,PIATTO DI PASSAGGIO
MEXICO,307.0,PIGNONE DOPPIO
Spain,194.0,PIGNONE DOPPIO
Argentina,146.0,PIGNONE DOPPIO
PAKISTAN,109.0,PIGNONE DOPPIO
UNITED KINGDOM,96.0,PIGNONE DOPPIO
CHINA,2862.0,PIGNONE PER NASTRO
MEXICO,2397.0,PIGNONE PER NASTRO
VIETNAM,1064.0,PIGNONE PER NASTRO
USA,979.0,PIGNONE PER NASTRO
AUSTRALIA,864.0,PIGNONE PER NASTRO
MEXICO,909.0,PIGNONE SEMPLICE
Spain,486.0,PIGNONE SEMPLICE
USA,426.0,PIGNONE SEMPLICE
MALAYSIA,316.0,PIGNONE SEMPLICE
VIETNAM,248.0,PIGNONE SEMPLICE
Bulgaria,148.0,PINZA
MALDIVES,136.0,PINZA
Islamic Republic of Iran,30.0,PINZA
MEXICO,12.0,PINZA
GEORGIA,2.0,PINZA
Iraq,138.0,PINZA DX-SX
ALGERIA,118.0,PINZA DX-SX
Saudi Arabia,112.0,PINZA DX-SX
Spain,106.0,PINZA DX-SX
YEMEN,104.0,PINZA DX-SX
Spain,158.0,POSYC
UNITED KINGDOM,92.0,POSYC
ITALY,90.0,POSYC
USA,89.0,POSYC
CHINA,87.0,POSYC
ITALY,16.0,POSYC (PROG.)
MALAYSIA,12.0,POSYC (PROG.)
MEXICO,12.0,POSYC (PROG.)
Spain,12.0,POSYC (PROG.)
UNITED KINGDOM,8.0,POSYC (PROG.)
Saudi Arabia,200.0,PRESSORE
Iraq,60.0,PRESSORE
POLAND,20.0,PRESSORE
Spain,20.0,PRESSORE
Libya,18.0,PRESSORE
MEXICO,14.0,PRESSOSTATO
COSTA RICA,8.0,PRESSOSTATO
Ireland,8.0,PRESSOSTATO
Islamic Republic of Iran,7.0,PRESSOSTATO
USA,7.0,PRESSOSTATO
MEXICO,270674.0,PROFILO
USA,73275.0,PROFILO
RUSSIAN FEDERATION,52120.0,PROFILO
VIETNAM,50444.5,PROFILO
UNITED KINGDOM,41865.0,PROFILO
Norway,108.0,PROFILO ESTRUSO
Oman,103.0,PROFILO ESTRUSO
YEMEN,47.0,PROFILO ESTRUSO
Iraq,42.0,PROFILO ESTRUSO
PHILIPPINES,40.0,PROFILO ESTRUSO
USA,29.0,PROLUNGA MANIGLIONE
Saudi Arabia,12.0,PROLUNGA MANIGLIONE
MEXICO,11.0,PROLUNGA MANIGLIONE
JAMAICA,10.0,PROLUNGA MANIGLIONE
SAINT LUCIA,10.0,PROLUNGA MANIGLIONE
USA,576.0,PULEGGIA DENTATA
MEXICO,438.0,PULEGGIA DENTATA
MALAYSIA,206.0,PULEGGIA DENTATA
ROMANIA,197.0,PULEGGIA DENTATA
CHINA,183.0,PULEGGIA DENTATA
YEMEN,1719.0,RACCORDO
COLOMBIA,1555.0,RACCORDO
Iraq,1168.0,RACCORDO
USA,882.0,RACCORDO
MOROCCO,810.0,RACCORDO
MEXICO,113.0,REGOLATORE
USA,59.0,REGOLATORE
YEMEN,52.0,REGOLATORE
CANADA,48.0,REGOLATORE
UNITED KINGDOM,32.0,REGOLATORE
MEXICO,86.0,RESISTENZA
USA,62.0,RESISTENZA
COSTA RICA,36.0,RESISTENZA
MALAYSIA,34.0,RESISTENZA
PHILIPPINES,20.0,RESISTENZA
MEXICO,3384.0,RESISTENZA ALETTATA
Spain,534.0,RESISTENZA ALETTATA
USA,440.0,RESISTENZA ALETTATA
UNITED KINGDOM,318.0,RESISTENZA ALETTATA
MALAYSIA,269.0,RESISTENZA ALETTATA
MEXICO,455.0,RIDUTTORE
USA,217.0,RIDUTTORE
Spain,208.0,RIDUTTORE
Brazil,104.0,RIDUTTORE
ALGERIA,84.0,RIDUTTORE
MEXICO,183.0,RIDUTTORE PRESSIONE
Spain,124.0,RIDUTTORE PRESSIONE
USA,52.0,RIDUTTORE PRESSIONE
MOROCCO,46.0,RIDUTTORE PRESSIONE
ALGERIA,42.0,RIDUTTORE PRESSIONE
USA,4858.0,RONDELLA
MEXICO,2672.0,RONDELLA
YEMEN,2330.0,RONDELLA
CHINA,1500.0,RONDELLA
UNITED KINGDOM,1416.0,RONDELLA
MEXICO,8113.0,RULLO
CHINA,6243.0,RULLO
Spain,3920.0,RULLO
USA,3233.0,RULLO
TURKEY,3077.0,RULLO
MEXICO,1631.0,RULLO GOMMATO
Spain,990.0,RULLO GOMMATO
USA,652.0,RULLO GOMMATO
CHINA,360.0,RULLO GOMMATO
POLAND,356.0,RULLO GOMMATO
Cape Verde,638.0,RUOTA
Norway,173.0,RUOTA
Belarus,128.0,RUOTA
ANTIGUA AND BARBUDA,108.0,RUOTA
POLAND,87.0,RUOTA
MEXICO,103.0,SCHEDA
MALAYSIA,60.0,SCHEDA
Spain,58.0,SCHEDA
CHINA,43.0,SCHEDA
Serbia,38.0,SCHEDA
MEXICO,42.0,SCHEDA (PROG.)
MALAYSIA,29.0,SCHEDA (PROG.)
Spain,20.0,SCHEDA (PROG.)
Brazil,15.0,SCHEDA (PROG.)
ITALY,15.0,SCHEDA (PROG.)
MALAYSIA,15.0,SCHEDA CIRCUITO STAMPATO
MEXICO,13.0,SCHEDA CIRCUITO STAMPATO
Chile,6.0,SCHEDA CIRCUITO STAMPATO
TURKEY,4.0,SCHEDA CIRCUITO STAMPATO
PERU,2.0,SCHEDA CIRCUITO STAMPATO
MEXICO,377.0,SCHEDA COMPLETA
USA,44.0,SCHEDA COMPLETA
TUNISIA,36.0,SCHEDA COMPLETA
PAKISTAN,32.0,SCHEDA COMPLETA
Spain,30.0,SCHEDA COMPLETA
MEXICO,25.0,SELETTORE
CANADA,9.0,SELETTORE
TURKEY,9.0,SELETTORE
Brazil,8.0,SELETTORE
RUSSIAN FEDERATION,6.0,SELETTORE
MEXICO,1338.0,SENSORE
USA,1005.0,SENSORE
UNITED KINGDOM,430.0,SENSORE
Iraq,396.0,SENSORE
Spain,332.0,SENSORE
CHINA,5.0,SERVODRIVE COSMOS 2000 (PROG.)
UNITED KINGDOM,4.0,SERVODRIVE COSMOS 2000 (PROG.)
RUSSIAN FEDERATION,3.0,SERVODRIVE COSMOS 2000 (PROG.)
Argentina,2.0,SERVODRIVE COSMOS 2000 (PROG.)
HUNGARY,2.0,SERVODRIVE COSMOS 2000 (PROG.)
MEXICO,879.0,SERVOMOTORE BR. POLI SALIENTI
USA,330.0,SERVOMOTORE BR. POLI SALIENTI
Spain,320.0,SERVOMOTORE BR. POLI SALIENTI
TURKEY,214.0,SERVOMOTORE BR. POLI SALIENTI
CHINA,189.0,SERVOMOTORE BR. POLI SALIENTI
MEXICO,245.0,SERVOMOTORE BRUSHLESS
USA,92.0,SERVOMOTORE BRUSHLESS
Brazil,66.0,SERVOMOTORE BRUSHLESS
CHINA,63.0,SERVOMOTORE BRUSHLESS
UNITED KINGDOM,56.0,SERVOMOTORE BRUSHLESS
MEXICO,170.0,SETTORE DENTATO
USA,56.0,SETTORE DENTATO
Brazil,51.0,SETTORE DENTATO
UNITED KINGDOM,50.0,SETTORE DENTATO
Spain,44.0,SETTORE DENTATO
MOROCCO,920.0,SFERA
Israel,288.0,SFERA
ANTIGUA AND BARBUDA,200.0,SFERA
Norway,159.0,SFERA
RUSSIAN FEDERATION,140.0,SFERA
YEMEN,375.0,SILENZIATORE
ALGERIA,297.0,SILENZIATORE
Spain,288.0,SILENZIATORE
Iraq,185.0,SILENZIATORE
ZAMBIA,162.0,SILENZIATORE
PHILIPPINES,14.0,SONDA
Qatar,7.0,SONDA
MALDIVES,6.0,SONDA
Spain,6.0,SONDA
ALGERIA,4.0,SONDA
Iraq,25.0,STAMPO FONDO
Spain,14.0,STAMPO FONDO
Qatar,9.0,STAMPO FONDO
UGANDA,7.0,STAMPO FONDO
Ivory Coast,6.0,STAMPO FONDO
MEXICO,2601.0,SUPPORTO
USA,1743.0,SUPPORTO
CHINA,1413.0,SUPPORTO
Spain,1110.0,SUPPORTO
Brazil,777.0,SUPPORTO
ALGERIA,3192.0,TAPPETO
MEXICO,2804.0,TAPPETO
USA,1010.0,TAPPETO
Spain,954.0,TAPPETO
UNITED KINGDOM,392.0,TAPPETO
MEXICO,1345.0,TAPPO
USA,209.0,TAPPO
Germany,182.0,TAPPO
Spain,180.0,TAPPO
UNITED KINGDOM,144.0,TAPPO
USA,512.0,TARGHETTA
MEXICO,138.0,TARGHETTA
CANADA,133.0,TARGHETTA
ITALY,72.0,TARGHETTA
UNITED KINGDOM,60.0,TARGHETTA
MEXICO,606.0,TASSELLO
USA,541.0,TASSELLO
Spain,380.0,TASSELLO
ITALY,182.0,TASSELLO
Serbia,170.0,TASSELLO
USA,7.0,TASTIERA
MEXICO,6.0,TASTIERA
Spain,6.0,TASTIERA
MALAYSIA,4.0,TASTIERA
MOROCCO,3.0,TASTIERA
USA,156.0,TELERUTTORE
Spain,72.0,TELERUTTORE
MEXICO,58.0,TELERUTTORE
ALBANIA,44.0,TELERUTTORE
Iraq,43.0,TELERUTTORE
MEXICO,523.0,TENDA FORNO
USA,217.0,TENDA FORNO
Spain,150.0,TENDA FORNO
ROMANIA,104.0,TENDA FORNO
UNITED KINGDOM,94.0,TENDA FORNO
MEXICO,165.0,TERMORESISTENZA
CHINA,56.0,TERMORESISTENZA
Spain,56.0,TERMORESISTENZA
MALAYSIA,33.0,TERMORESISTENZA
Brazil,25.0,TERMORESISTENZA
MEXICO,179.0,TESSUTO
USA,107.0,TESSUTO
PAKISTAN,32.0,TESSUTO
"Congo, Republic of",26.0,TESSUTO
Kuwait,22.0,TESSUTO
USA,149.0,TESTA A SNODO
MEXICO,128.0,TESTA A SNODO
Spain,128.0,TESTA A SNODO
FRANCE,67.0,TESTA A SNODO
UNITED KINGDOM,60.0,TESTA A SNODO
MEXICO,736.0,TIRANTE
RUSSIAN FEDERATION,124.0,TIRANTE
Palestinian Territory,80.0,TIRANTE
PERU,62.0,TIRANTE
Saudi Arabia,60.0,TIRANTE
MEXICO,4817.0,TONDO
USA,4774.0,TONDO
Spain,3474.0,TONDO
Portugal,3326.0,TONDO
Libya,3147.0,TONDO
USA,72.0,TRASDUTTORE
MEXICO,38.0,TRASDUTTORE
Kuwait,36.0,TRASDUTTORE
Iraq,27.0,TRASDUTTORE
Serbia,26.0,TRASDUTTORE
MEXICO,37.0,TRASMISSIONE FISSA
Spain,36.0,TRASMISSIONE FISSA
Kuwait,34.0,TRASMISSIONE FISSA
ITALY,27.0,TRASMISSIONE FISSA
RUSSIAN FEDERATION,20.0,TRASMISSIONE FISSA
MEXICO,1892.0,TUBO
ALGERIA,1138.0,TUBO
Libya,989.0,TUBO
Spain,898.0,TUBO
CHINA,743.5,TUBO
MEXICO,264.0,VALVOLA
Spain,222.0,VALVOLA
USA,164.0,VALVOLA
UNITED KINGDOM,121.0,VALVOLA
EGYPT,103.0,VALVOLA
MEXICO,628.0,VENTILATORE
USA,302.0,VENTILATORE
Spain,130.0,VENTILATORE
Iraq,72.0,VENTILATORE
UNITED KINGDOM,68.0,VENTILATORE
MEXICO,229.0,VENTILATORE ASSIALE
ALGERIA,60.0,VENTILATORE ASSIALE
USA,57.0,VENTILATORE ASSIALE
UNITED KINGDOM,50.0,VENTILATORE ASSIALE
Iraq,44.0,VENTILATORE ASSIALE
MEXICO,199.0,VENTOLA
USA,121.0,VENTOLA
ALGERIA,102.0,VENTOLA
YEMEN,102.0,VENTOLA
MOROCCO,57.0,VENTOLA
USA,1817.0,VENTOSA
Spain,1610.0,VENTOSA
CHINA,1570.0,VENTOSA
UNITED KINGDOM,863.0,VENTOSA
Brazil,718.0,VENTOSA
MEXICO,330.0,VIBRATORE
VIETNAM,74.0,VIBRATORE
USA,60.0,VIBRATORE
EL SALVADOR,45.0,VIBRATORE
Iraq,44.0,VIBRATORE
Serbia,2540.0,VITE TBEI
ROMANIA,2060.0,VITE TBEI
ITALY,1972.0,VITE TBEI
POLAND,1692.0,VITE TBEI
YEMEN,1610.0,VITE TBEI
USA,3060.0,VITE TCEI
YEMEN,3020.0,VITE TCEI
Qatar,1385.0,VITE TCEI
MOROCCO,1384.0,VITE TCEI
MEXICO,1376.0,VITE TCEI
USA,2932.0,VITE TE
YEMEN,1230.0,VITE TE
MEXICO,1170.0,VITE TE
MALAYSIA,648.0,VITE TE
UNITED KINGDOM,594.0,VITE TE
USA,4200.0,VITE TSPEI
MEXICO,1193.0,VITE TSPEI
Germany,865.0,VITE TSPEI
Indonesia,712.0,VITE TSPEI
CHINA,710.0,VITE TSPEI
USA,25.0,GRUPPO IMPIANTO COLLA
CHINA,18.0,GRUPPO IMPIANTO COLLA
Kuwait,12.0,GRUPPO IMPIANTO COLLA
MEXICO,11.0,GRUPPO IMPIANTO COLLA
GEORGIA,9.0,GRUPPO IMPIANTO COLLA
MEXICO,2012.0,GRUPPO NASTRINI REGOLABILI
CHINA,583.0,GRUPPO NASTRINI REGOLABILI
USA,568.0,GRUPPO NASTRINI REGOLABILI
UNITED KINGDOM,516.0,GRUPPO NASTRINI REGOLABILI
TURKEY,462.0,GRUPPO NASTRINI REGOLABILI
USA,303.0,GRUPPO SALITA CARTONI
CHINA,213.0,GRUPPO SALITA CARTONI
Spain,144.0,GRUPPO SALITA CARTONI
POLAND,74.0,GRUPPO SALITA CARTONI
MALAYSIA,68.0,GRUPPO SALITA CARTONI
MEXICO,205.0,GRUPPO TAPPETI
USA,163.0,GRUPPO TAPPETI
Spain,86.0,GRUPPO TAPPETI
UNITED KINGDOM,71.0,GRUPPO TAPPETI
VIETNAM,57.0,GRUPPO TAPPETI
USA,1170.0,GRUPPO TRASMISSIONI
UNITED KINGDOM,364.0,GRUPPO TRASMISSIONI
MEXICO,297.0,GRUPPO TRASMISSIONI
Spain,206.0,GRUPPO TRASMISSIONI
ROMANIA,166.0,GRUPPO TRASMISSIONI
USA,12.0,IMPIANTO PNEUMATICO
Oman,8.0,IMPIANTO PNEUMATICO
Iraq,7.0,IMPIANTO PNEUMATICO
YEMEN,5.0,IMPIANTO PNEUMATICO
CHINA,4.0,IMPIANTO PNEUMATICO
USA,4.0,PERNO ECCENTRICO
Portugal,2.0,PERNO ECCENTRICO
AFGHANISTAN,1.0,PERNO ECCENTRICO
ALGERIA,1.0,PERNO ECCENTRICO
ALBANIA,0.0,PERNO ECCENTRICO
CHINA,469.0,PIGNONE
VIETNAM,289.0,PIGNONE
USA,144.0,PIGNONE
Brazil,106.0,PIGNONE
TUNISIA,85.0,PIGNONE
MEXICO,3173.0,PIOLO SEPARATORE
VIETNAM,3029.0,PIOLO SEPARATORE
TURKEY,1688.0,PIOLO SEPARATORE
CHINA,1294.0,PIOLO SEPARATORE
USA,1277.0,PIOLO SEPARATORE
Spain,208.0,PROFILO GUIDACATENA
USA,152.0,PROFILO GUIDACATENA
PERU,111.80000000000001,PROFILO GUIDACATENA
MEXICO,107.0,PROFILO GUIDACATENA
Germany,92.0,PROFILO GUIDACATENA
Chile,21.0,RUOTA DENTATA CILINDRICA+MOZZO
ITALY,11.0,RUOTA DENTATA CILINDRICA+MOZZO
Brazil,9.0,RUOTA DENTATA CILINDRICA+MOZZO
Spain,8.0,RUOTA DENTATA CILINDRICA+MOZZO
USA,8.0,RUOTA DENTATA CILINDRICA+MOZZO
MEXICO,1779.0,SPINA CILINDRICA
Libya,1400.0,SPINA CILINDRICA
KENYA,822.0,SPINA CILINDRICA
ROMANIA,534.0,SPINA CILINDRICA
Spain,392.0,SPINA CILINDRICA
USA,680.0,SPINA ELASTICA
Indonesia,510.0,SPINA ELASTICA
MEXICO,394.0,SPINA ELASTICA
Spain,322.0,SPINA ELASTICA
MALAYSIA,300.0,SPINA ELASTICA
CHINA,46.0,TESTA EROGATRICE
VIETNAM,24.0,TESTA EROGATRICE
MEXICO,22.0,TESTA EROGATRICE
USA,20.0,TESTA EROGATRICE
Saudi Arabia,19.0,TESTA EROGATRICE
CHINA,207.0,UGELLO
MEXICO,171.0,UGELLO
TUNISIA,124.0,UGELLO
USA,107.0,UGELLO
Cape Verde,80.0,UGELLO
MEXICO,20.0,BASE
Brazil,6.0,BASE
PHILIPPINES,5.0,BASE
USA,5.0,BASE
ANTIGUA AND BARBUDA,4.0,BASE
TURKEY,93.0,BLOCCO CHIAVISTELLO
EGYPT,54.0,BLOCCO CHIAVISTELLO
ROMANIA,54.0,BLOCCO CHIAVISTELLO
Spain,52.0,BLOCCO CHIAVISTELLO
KENYA,50.0,BLOCCO CHIAVISTELLO
TURKEY,24.0,CAMMA
Saudi Arabia,20.0,CAMMA
ROMANIA,18.0,CAMMA
Spain,16.0,CAMMA
Iraq,14.0,CAMMA
ROMANIA,64.0,CHIAVISTELLO
ALGERIA,30.0,CHIAVISTELLO
Iraq,22.0,CHIAVISTELLO
TURKEY,22.0,CHIAVISTELLO
COSTA RICA,18.0,CHIAVISTELLO
PHILIPPINES,123.0,CINGHIA
Qatar,59.0,CINGHIA
ANTIGUA AND BARBUDA,20.0,CINGHIA
ROMANIA,20.0,CINGHIA
MOROCCO,10.0,CINGHIA
Spain,314.0,FLANGIA
MEXICO,178.0,FLANGIA
USA,150.0,FLANGIA
Iraq,147.0,FLANGIA
UKRAINE,112.0,FLANGIA
ROMANIA,6.0,GRUPPO ORIENTATORE
MEXICO,4.0,GRUPPO ORIENTATORE
ANTIGUA AND BARBUDA,2.0,GRUPPO ORIENTATORE
Benin,2.0,GRUPPO ORIENTATORE
Canary Islands,2.0,GRUPPO ORIENTATORE
UZBEKISTAN,6.0,INDICATORE
Saudi Arabia,3.0,INDICATORE
ANTIGUA AND BARBUDA,2.0,INDICATORE
MALDIVES,2.0,INDICATORE
MOROCCO,2.0,INDICATORE
MEXICO,37.0,INVERTER
UNITED KINGDOM,26.0,INVERTER
USA,20.0,INVERTER
Spain,16.0,INVERTER
GUATEMALA,14.0,INVERTER
PHILIPPINES,152.0,KIT
Sweden,112.0,KIT
ZAMBIA,85.0,KIT
ALGERIA,78.0,KIT
Saudi Arabia,62.0,KIT
Iraq,29.0,MAGNETOTERMICO
Brazil,24.0,MAGNETOTERMICO
MEXICO,24.0,MAGNETOTERMICO
USA,22.0,MAGNETOTERMICO
Saudi Arabia,18.0,MAGNETOTERMICO
ANTIGUA AND BARBUDA,6.0,MICROCHILLER
Saudi Arabia,5.0,MICROCHILLER
MOROCCO,3.0,MICROCHILLER
COLOMBIA,2.0,MICROCHILLER
Iraq,2.0,MICROCHILLER
PHILIPPINES,19.0,MOTORE
USA,14.0,MOTORE
MEXICO,6.0,MOTORE
Greece,4.0,MOTORE
MALDIVES,4.0,MOTORE
ROMANIA,100.0,PRESA PREFORME (PCO/BPF/267Novembal)
Sweden,50.0,PRESA PREFORME (PCO/BPF/267Novembal)
RUSSIAN FEDERATION,40.0,PRESA PREFORME (PCO/BPF/267Novembal)
ANTIGUA AND BARBUDA,30.0,PRESA PREFORME (PCO/BPF/267Novembal)
Kuwait,30.0,PRESA PREFORME (PCO/BPF/267Novembal)
Qatar,48.0,PULEGGIA
PHILIPPINES,22.0,PULEGGIA
ANTIGUA AND BARBUDA,12.0,PULEGGIA
YEMEN,7.0,PULEGGIA
AFGHANISTAN,0.0,PULEGGIA
ALGERIA,132.0,RELE'
TURKEY,77.0,RELE'
Iraq,65.0,RELE'
MEXICO,65.0,RELE'
Slovakia,60.0,RELE'
Senegal,5.0,RESISTORE TH
ANTIGUA AND BARBUDA,2.0,RESISTORE TH
Syria,2.0,RESISTORE TH
ALGERIA,1.0,RESISTORE TH
Argentina,1.0,RESISTORE TH
ALGERIA,215.0,SPAZZOLA
Qatar,84.0,SPAZZOLA
Libya,72.0,SPAZZOLA
PHILIPPINES,70.0,SPAZZOLA
POLAND,70.0,SPAZZOLA
USA,54.0,SPONDA
MEXICO,46.0,SPONDA
EGYPT,21.0,SPONDA
Bolivia,18.0,SPONDA
HUNGARY,14.0,SPONDA
YEMEN,1040.0,VITE
Cape Verde,618.0,VITE
ANTIGUA AND BARBUDA,420.0,VITE
PHILIPPINES,296.0,VITE
Norway,279.0,VITE
USA,26.0,ARGANELLO
MEXICO,14.0,ARGANELLO
ITALY,13.0,ARGANELLO
CHINA,10.0,ARGANELLO
UNITED KINGDOM,10.0,ARGANELLO
Serbia,108.0,AW-6060 ANTICORODAL ESTRUSO
CROATIA,72.0,AW-6060 ANTICORODAL ESTRUSO
MEXICO,47.0,AW-6060 ANTICORODAL ESTRUSO
ALBANIA,30.0,AW-6060 ANTICORODAL ESTRUSO
AUSTRALIA,30.0,AW-6060 ANTICORODAL ESTRUSO
USA,45.0,BATTERIA
CHINA,32.0,BATTERIA
MEXICO,32.0,BATTERIA
MALAYSIA,31.0,BATTERIA
Spain,26.0,BATTERIA
Portugal,1400.0,FERMAGLIO
AUSTRALIA,550.0,FERMAGLIO
MEXICO,530.0,FERMAGLIO
RUSSIAN FEDERATION,250.0,FERMAGLIO
USA,200.0,FERMAGLIO
USA,727.0,FIBRA OTTICA
MOROCCO,625.0,FIBRA OTTICA
ROMANIA,500.0,FIBRA OTTICA
Spain,500.0,FIBRA OTTICA
YEMEN,450.0,FIBRA OTTICA
MEXICO,43.0,GRUPPO AVVOLGITORE REG.
TURKEY,21.0,GRUPPO AVVOLGITORE REG.
USA,18.0,GRUPPO AVVOLGITORE REG.
Canary Islands,9.0,GRUPPO AVVOLGITORE REG.
Spain,8.0,GRUPPO AVVOLGITORE REG.
MEXICO,134.0,GRUPPO CATENA
Spain,108.0,GRUPPO CATENA
USA,57.0,GRUPPO CATENA
TURKEY,44.0,GRUPPO CATENA
UNITED KINGDOM,44.0,GRUPPO CATENA
PAKISTAN,48.0,PORTAFUSIBILE
ECUADOR,36.0,PORTAFUSIBILE
Iraq,22.0,PORTAFUSIBILE
Qatar,22.0,PORTAFUSIBILE
MALDIVES,20.0,PORTAFUSIBILE
Spain,270.0,TERMOSTATO
MEXICO,136.0,TERMOSTATO
USA,120.0,TERMOSTATO
MALAYSIA,55.0,TERMOSTATO
Canary Islands,39.0,TERMOSTATO
PHILIPPINES,10.0,TRASFORMATORE
USA,8.0,TRASFORMATORE
Islamic Republic of Iran,7.0,TRASFORMATORE
MEXICO,7.0,TRASFORMATORE
BANGLADESH,5.0,TRASFORMATORE
MEXICO,46.0,BOBINA
Saudi Arabia,44.0,BOBINA
Iraq,35.0,BOBINA
MOROCCO,26.0,BOBINA
Libya,19.0,BOBINA
GEORGIA,7667.87,CATENA SEMPLICE
Lebanon,5719.67,CATENA SEMPLICE
CROATIA,4952.0,CATENA SEMPLICE
AUSTRALIA,3156.0,CATENA SEMPLICE
CHINA,1953.88,CATENA SEMPLICE
CHINA,248.0,CINGHIA TONDA
VIETNAM,165.0,CINGHIA TONDA
MALAYSIA,164.0,CINGHIA TONDA
USA,145.0,CINGHIA TONDA
AUSTRALIA,87.0,CINGHIA TONDA
Spain,498.0,CONNETTORE PER FIBRA OTTICA
MEXICO,447.0,CONNETTORE PER FIBRA OTTICA
YEMEN,432.0,CONNETTORE PER FIBRA OTTICA
MOROCCO,386.0,CONNETTORE PER FIBRA OTTICA
ROMANIA,386.0,CONNETTORE PER FIBRA OTTICA
CHINA,5.0,CORONA DOPPIA
MEXICO,4.0,CORONA DOPPIA
Serbia,2.0,CORONA DOPPIA
ALGERIA,1.0,CORONA DOPPIA
Armenia,1.0,CORONA DOPPIA
MALAYSIA,138.0,COSMOS
MEXICO,131.0,COSMOS
ALGERIA,69.0,COSMOS
PHILIPPINES,67.0,COSMOS
UNITED KINGDOM,64.0,COSMOS
CHINA,30.0,ENCODER
Brazil,15.0,ENCODER
RUSSIAN FEDERATION,12.0,ENCODER
ALGERIA,11.0,ENCODER
MEXICO,11.0,ENCODER
MEXICO,864.0,MANOPOLA
UNITED KINGDOM,158.0,MANOPOLA
USA,156.0,MANOPOLA
CHINA,122.0,MANOPOLA
Palestinian Territory,76.0,MANOPOLA
MEXICO,1160.0,MOLLA A TAZZA
Iraq,1079.0,MOLLA A TAZZA
YEMEN,790.0,MOLLA A TAZZA
Spain,724.0,MOLLA A TAZZA
UNITED KINGDOM,724.0,MOLLA A TAZZA
MEXICO,702.0,PETTINE
ITALY,374.0,PETTINE
Brazil,264.0,PETTINE
Spain,238.0,PETTINE
USA,197.0,PETTINE
MEXICO,113.0,RUOTA DENTATA CILINDRICA
Spain,106.0,RUOTA DENTATA CILINDRICA
Germany,45.0,RUOTA DENTATA CILINDRICA
USA,41.0,RUOTA DENTATA CILINDRICA
ITALY,34.0,RUOTA DENTATA CILINDRICA
MEXICO,61.0,VENTILATORE CENTRIFUGO
USA,21.0,VENTILATORE CENTRIFUGO
Spain,16.0,VENTILATORE CENTRIFUGO
ALGERIA,9.0,VENTILATORE CENTRIFUGO
MOROCCO,9.0,VENTILATORE CENTRIFUGO
Saudi Arabia,75.0,CAPPUCCIO SGANCIO PREF.
Angola (including Cabinda),70.0,CAPPUCCIO SGANCIO PREF.
ALGERIA,60.0,CAPPUCCIO SGANCIO PREF.
EGYPT,60.0,CAPPUCCIO SGANCIO PREF.
Spain,48.0,CAPPUCCIO SGANCIO PREF.
USA,82.0,CUSCINETTO A RULLI CILINDRICI
Angola (including Cabinda),50.0,CUSCINETTO A RULLI CILINDRICI
JAMAICA,38.0,CUSCINETTO A RULLI CILINDRICI
Lithuania,34.0,CUSCINETTO A RULLI CILINDRICI
UGANDA,34.0,CUSCINETTO A RULLI CILINDRICI
ROMANIA,320.0,CUSCINETTO RADIALE RULLINI
MOROCCO,316.0,CUSCINETTO RADIALE RULLINI
Canary Islands,272.0,CUSCINETTO RADIALE RULLINI
Libya,160.0,CUSCINETTO RADIALE RULLINI
PHILIPPINES,136.0,CUSCINETTO RADIALE RULLINI
MEXICO,337.0,CUSCINETTO RADIALE SFERE
USA,252.0,CUSCINETTO RADIALE SFERE
CHINA,248.0,CUSCINETTO RADIALE SFERE
Indonesia,229.0,CUSCINETTO RADIALE SFERE
MOROCCO,222.0,CUSCINETTO RADIALE SFERE
USA,106.0,GRUPPO BANDIERINE
MEXICO,90.0,GRUPPO BANDIERINE
TURKEY,82.0,GRUPPO BANDIERINE
UNITED KINGDOM,52.0,GRUPPO BANDIERINE
TAIWAN R.O.C.,34.0,GRUPPO BANDIERINE
Angola (including Cabinda),2.0,GRUPPO CARRELLO SOLLEVA BOBINA
AFGHANISTAN,0.0,GRUPPO CARRELLO SOLLEVA BOBINA
ALBANIA,0.0,GRUPPO CARRELLO SOLLEVA BOBINA
ALGERIA,0.0,GRUPPO CARRELLO SOLLEVA BOBINA
