COUNTRY,QTA_ORDINATA_TOTALE,DESCRIZIONE1
ALGERIA,29.0,GRUPPO STRUTTURA
Iraq,19.0,GRUPPO STRUTTURA
Saudi Arabia,16.0,GRUPPO STRUTTURA
ITALY,168.0,LAMA SX
Spain,164.0,LAMA SX
Oman,75.0,LAMA SX
Greece,63.0,LAMA SX
Serbia,51.0,LAMA SX
KOSOVO,74.0,PRESA PREFORME 38mm AF/ LIGHT
AUSTRIA,20.0,PRESA PREFORME 38mm AF/ LIGHT
AFGHANISTAN,0.0,PRESA PREFORME 38mm AF/ LIGHT
ALBANIA,0.0,PRESA PREFORME 38mm AF/ LIGHT
ALGERIA,0.0,PRESA PREFORME 38mm AF/ LIGHT
YEMEN,131.0,RUOTA RINVIO
PHILIPPINES,24.0,RUOTA RINVIO
Indonesia,14.0,RUOTA RINVIO
MEXICO,14.0,RUOTA RINVIO
TURKEY,12.0,RUOTA RINVIO
CHINA,281.0,SCATOLA RINVIO
ITALY,103.0,SCATOLA RINVIO
UNITED KINGDOM,58.0,SCATOLA RINVIO
Spain,42.0,SCATOLA RINVIO
USA,41.0,SCATOLA RINVIO
CHINA,48.0,TELAIO
MEXICO,46.0,TELAIO
Kuwait,32.0,TELAIO
MOROCCO,22.0,TELAIO
Portugal,16.0,TELAIO
USA,68.0,TESTINA ORIENTABILE
BAHRAIN,48.0,TESTINA ORIENTABILE
UNITED KINGDOM,32.0,TESTINA ORIENTABILE
Saudi Arabia,30.0,TESTINA ORIENTABILE
BANGLADESH,24.0,TESTINA ORIENTABILE
USA,534.0,VITE ATSPIC
FRANCE,250.0,VITE ATSPIC
MEXICO,118.0,VITE ATSPIC
AUSTRIA,110.0,VITE ATSPIC
Germany,96.0,VITE ATSPIC
Portugal,24.0,ALBERO ESAGONALE
Brazil,22.0,ALBERO ESAGONALE
TUNISIA,19.0,ALBERO ESAGONALE
ITALY,16.0,ALBERO ESAGONALE
USA,13.0,ALBERO ESAGONALE
NICARAGUA,300.0,BLOCCO
Switzerland,240.0,BLOCCO
MEXICO,138.0,BLOCCO
FRANCE,136.0,BLOCCO
PHILIPPINES,128.0,BLOCCO
MALAYSIA,10.0,DISTRIBUTORE
ALGERIA,9.0,DISTRIBUTORE
Brazil,7.0,DISTRIBUTORE
India,7.0,DISTRIBUTORE
Islamic Republic of Iran,7.0,DISTRIBUTORE
Iraq,97.0,FLASH DISK ROHS (PROG.)
Kuwait,44.0,FLASH DISK ROHS (PROG.)
EGYPT,27.0,FLASH DISK ROHS (PROG.)
BANGLADESH,24.0,FLASH DISK ROHS (PROG.)
Spain,24.0,FLASH DISK ROHS (PROG.)
RUSSIAN FEDERATION,4.0,GRUPPO AGGIORNAMENTO (PROG.)
CANADA,2.0,GRUPPO AGGIORNAMENTO (PROG.)
THAILAND,2.0,GRUPPO AGGIORNAMENTO (PROG.)
AUSTRALIA,1.0,GRUPPO AGGIORNAMENTO (PROG.)
AFGHANISTAN,0.0,GRUPPO AGGIORNAMENTO (PROG.)
MEXICO,29.0,GRUPPO IMPIANTO OLEODINAMICO
USA,27.0,GRUPPO IMPIANTO OLEODINAMICO
TUNISIA,18.0,GRUPPO IMPIANTO OLEODINAMICO
MALAYSIA,17.0,GRUPPO IMPIANTO OLEODINAMICO
CHINA,16.0,GRUPPO IMPIANTO OLEODINAMICO
COLOMBIA,44.0,GRUPPO INTRODUTTORE
CANADA,7.0,GRUPPO INTRODUTTORE
AUSTRALIA,5.0,GRUPPO INTRODUTTORE
MALAYSIA,5.0,GRUPPO INTRODUTTORE
THAILAND,5.0,GRUPPO INTRODUTTORE
Germany,9.0,GRUPPO MOTORI
Saudi Arabia,5.0,GRUPPO MOTORI
USA,5.0,GRUPPO MOTORI
MEXICO,4.0,GRUPPO MOTORI
Brazil,3.0,GRUPPO MOTORI
Indonesia,3.0,GRUPPO PNEUMATICO
MALAYSIA,2.0,GRUPPO PNEUMATICO
Myanmar,2.0,GRUPPO PNEUMATICO
AUSTRALIA,1.0,GRUPPO PNEUMATICO
AFGHANISTAN,0.0,GRUPPO PNEUMATICO
UNITED KINGDOM,56.0,GRUPPO PRESSETTA
CHINA,35.0,GRUPPO PRESSETTA
Saudi Arabia,30.0,GRUPPO PRESSETTA
COLOMBIA,28.0,GRUPPO PRESSETTA
MEXICO,25.0,GRUPPO PRESSETTA
USA,16.0,GRUPPO REGOLAZIONE
TUNISIA,8.0,GRUPPO REGOLAZIONE
Saudi Arabia,3.0,GRUPPO REGOLAZIONE
AUSTRALIA,1.0,GRUPPO REGOLAZIONE
CHINA,1.0,GRUPPO REGOLAZIONE
USA,28.0,GRUPPO SUPPORTO
Dominican Republic,26.0,GRUPPO SUPPORTO
MEXICO,21.0,GRUPPO SUPPORTO
Kuwait,10.0,GRUPPO SUPPORTO
Brazil,6.0,GRUPPO SUPPORTO
AUSTRALIA,1.0,IMPIANTO
RUSSIAN FEDERATION,1.0,IMPIANTO
AFGHANISTAN,0.0,IMPIANTO
ALBANIA,0.0,IMPIANTO
ALGERIA,0.0,IMPIANTO
Spain,60.0,MANICOTTO ISOLANTE
COLOMBIA,15.0,MANICOTTO ISOLANTE
Islamic Republic of Iran,9.0,MANICOTTO ISOLANTE
UNITED KINGDOM,6.0,MANICOTTO ISOLANTE
Portugal,4.0,MANICOTTO ISOLANTE
ITALY,6.0,MEMORIA TH (PROG.)
AUSTRALIA,3.0,MEMORIA TH (PROG.)
UKRAINE,2.0,MEMORIA TH (PROG.)
AFGHANISTAN,0.0,MEMORIA TH (PROG.)
ALBANIA,0.0,MEMORIA TH (PROG.)
USA,61.0,NiCr FILO
CANADA,12.0,NiCr FILO
MEXICO,5.2001953125,NiCr FILO
UNITED KINGDOM,3.0,NiCr FILO
AUSTRALIA,2.0,NiCr FILO
MEXICO,9.0,PIGNONE TRIPLO
MALAYSIA,8.0,PIGNONE TRIPLO
Brazil,3.0,PIGNONE TRIPLO
AUSTRALIA,2.0,PIGNONE TRIPLO
PAKISTAN,2.0,PIGNONE TRIPLO
MEXICO,366.0,POLIZENE 1000 NERO
Spain,84.0,POLIZENE 1000 NERO
USA,75.0,POLIZENE 1000 NERO
THAILAND,72.0,POLIZENE 1000 NERO
RUSSIAN FEDERATION,60.0,POLIZENE 1000 NERO
CANADA,5.0,PROTEZIONE PERIMETRALE
Ireland,3.0,PROTEZIONE PERIMETRALE
MALAYSIA,3.0,PROTEZIONE PERIMETRALE
Libya,2.0,PROTEZIONE PERIMETRALE
AUSTRALIA,1.0,PROTEZIONE PERIMETRALE
Spain,212.0,SOSTEGNO
EGYPT,146.0,SOSTEGNO
THAILAND,144.0,SOSTEGNO
FRANCE,122.0,SOSTEGNO
Indonesia,104.0,SOSTEGNO
COLOMBIA,69.0,CARTUCCIA LUBRIFICANTE
Portugal,48.0,CARTUCCIA LUBRIFICANTE
Brazil,39.0,CARTUCCIA LUBRIFICANTE
Saudi Arabia,28.0,CARTUCCIA LUBRIFICANTE
India,22.0,CARTUCCIA LUBRIFICANTE
USA,141.5,CATENA PORTACAVI
UNITED KINGDOM,47.0,CATENA PORTACAVI
CHINA,42.5,CATENA PORTACAVI
MEXICO,35.8984375,CATENA PORTACAVI
Syria,30.59765625,CATENA PORTACAVI
TURKEY,300.0,CUSCINETTO OBLIQUO SFERE
YEMEN,272.0,CUSCINETTO OBLIQUO SFERE
Libya,209.0,CUSCINETTO OBLIQUO SFERE
ROMANIA,184.0,CUSCINETTO OBLIQUO SFERE
ALGERIA,180.0,CUSCINETTO OBLIQUO SFERE
Qatar,829.0,CUSCINETTO RIVESTITO
Saudi Arabia,388.0,CUSCINETTO RIVESTITO
ALGERIA,252.0,CUSCINETTO RIVESTITO
BANGLADESH,196.0,CUSCINETTO RIVESTITO
RUSSIAN FEDERATION,196.0,CUSCINETTO RIVESTITO
Saudi Arabia,47.0,GRUPPO CHIAVISTELLO
Qatar,25.0,GRUPPO CHIAVISTELLO
Iraq,24.0,GRUPPO CHIAVISTELLO
POLAND,24.0,GRUPPO CHIAVISTELLO
UNITED KINGDOM,24.0,GRUPPO CHIAVISTELLO
MEXICO,152.0,RUOTA DENTATA CONICA
CHINA,107.0,RUOTA DENTATA CONICA
Spain,44.0,RUOTA DENTATA CONICA
MALAYSIA,37.0,RUOTA DENTATA CONICA
Saudi Arabia,37.0,RUOTA DENTATA CONICA
MEXICO,152.0,RUOTA TRAINO
PHILIPPINES,140.0,RUOTA TRAINO
ALGERIA,118.0,RUOTA TRAINO
Macedonia,63.0,RUOTA TRAINO
Iraq,42.0,RUOTA TRAINO
Iraq,32.0,FRUTTO
South Korea,32.0,FRUTTO
PHILIPPINES,20.0,FRUTTO
Qatar,18.0,FRUTTO
Senegal,15.0,FRUTTO
BANGLADESH,48.0,GRUPPO DISTRIBUZIONE ACQUA
India,16.0,GRUPPO DISTRIBUZIONE ACQUA
MOROCCO,10.0,GRUPPO DISTRIBUZIONE ACQUA
CANADA,6.0,GRUPPO DISTRIBUZIONE ACQUA
COLOMBIA,6.0,GRUPPO DISTRIBUZIONE ACQUA
BANGLADESH,22.0,GRUPPO DISTRIBUZIONE ARIA
RUSSIAN FEDERATION,4.0,GRUPPO DISTRIBUZIONE ARIA
Saudi Arabia,4.0,GRUPPO DISTRIBUZIONE ARIA
Iraq,2.0,GRUPPO DISTRIBUZIONE ARIA
TURKEY,2.0,GRUPPO DISTRIBUZIONE ARIA
GUATEMALA,26.0,GRUPPO SENSORE
Kuwait,24.0,GRUPPO SENSORE
CHINA,21.0,GRUPPO SENSORE
Saudi Arabia,18.0,GRUPPO SENSORE
USA,17.0,GRUPPO SENSORE
MEXICO,93.0,GRUPPO SUPPORTO FONDELLO
TURKEY,67.0,GRUPPO SUPPORTO FONDELLO
UGANDA,64.0,GRUPPO SUPPORTO FONDELLO
Saudi Arabia,48.0,GRUPPO SUPPORTO FONDELLO
ALGERIA,41.0,GRUPPO SUPPORTO FONDELLO
FRANCE,88.0,MANICOTTO
ITALY,18.0,MANICOTTO
Portugal,6.0,MANICOTTO
TURKEY,6.0,MANICOTTO
DENMARK,4.0,MANICOTTO
MEXICO,1264.0,PRESA PREFORME 29 Snap-on
ALGERIA,912.0,PRESA PREFORME 29 Snap-on
COSTA RICA,324.0,PRESA PREFORME 29 Snap-on
BANGLADESH,318.0,PRESA PREFORME 29 Snap-on
CROATIA,106.0,PRESA PREFORME 29 Snap-on
BANGLADESH,819.0,PRESA PREFORME 36 Snap-on
ALGERIA,120.0,PRESA PREFORME 36 Snap-on
ITALY,99.0,PRESA PREFORME 36 Snap-on
AFGHANISTAN,0.0,PRESA PREFORME 36 Snap-on
ALBANIA,0.0,PRESA PREFORME 36 Snap-on
India,209.0,TUBO FLESSIBILE
COLOMBIA,147.0,TUBO FLESSIBILE
Benin,120.0,TUBO FLESSIBILE
MEXICO,116.0,TUBO FLESSIBILE
Portugal,56.0,TUBO FLESSIBILE
YEMEN,140.0,VITE TE SPECIALE
ALGERIA,70.0,VITE TE SPECIALE
KOSOVO,30.0,VITE TE SPECIALE
MOROCCO,20.0,VITE TE SPECIALE
BANGLADESH,12.0,VITE TE SPECIALE
Greece,64.0,CARRUCOLA
Serbia,28.0,CARRUCOLA
TAIWAN R.O.C.,28.0,CARRUCOLA
Spain,12.0,CARRUCOLA
UNITED KINGDOM,10.0,CARRUCOLA
Belgium,2.0,CINGHIA TRAPEZIOIDALE
AFGHANISTAN,0.0,CINGHIA TRAPEZIOIDALE
ALBANIA,0.0,CINGHIA TRAPEZIOIDALE
ALGERIA,0.0,CINGHIA TRAPEZIOIDALE
ANDORRA,0.0,CINGHIA TRAPEZIOIDALE
Slovenia,128.40234375,FUNE
USA,110.0,FUNE
ITALY,84.0,FUNE
JAMAICA,44.0,FUNE
UNITED KINGDOM,40.0,FUNE
CHINA,12.0,GRUPPO INNESTO
MALAYSIA,11.0,GRUPPO INNESTO
POLAND,10.0,GRUPPO INNESTO
Spain,8.0,GRUPPO INNESTO
ITALY,6.0,GRUPPO INNESTO
ITALY,10.0,GRUPPO QUADRO NASTRI
Belgium,4.0,GRUPPO QUADRO NASTRI
FRANCE,4.0,GRUPPO QUADRO NASTRI
MEXICO,4.0,GRUPPO QUADRO NASTRI
CANADA,3.0,GRUPPO QUADRO NASTRI
CHINA,238.0,LAMPADA
USA,145.0,LAMPADA
PAKISTAN,62.0,LAMPADA
ITALY,59.0,LAMPADA
MEXICO,52.0,LAMPADA
USA,23.0,POMPA PER VUOTO
Spain,12.0,POMPA PER VUOTO
Jordan,9.0,POMPA PER VUOTO
CHINA,8.0,POMPA PER VUOTO
FRANCE,8.0,POMPA PER VUOTO
Bulgaria,196.0,BOCCOLA AUTOFILETTANTE
RUSSIAN FEDERATION,36.0,BOCCOLA AUTOFILETTANTE
Spain,32.0,BOCCOLA AUTOFILETTANTE
Germany,20.0,BOCCOLA AUTOFILETTANTE
MEXICO,13.0,BOCCOLA AUTOFILETTANTE
TURKMENISTAN,217.0,CAPPUCCIO SGANCIO PREF. 29/25
Saudi Arabia,116.0,CAPPUCCIO SGANCIO PREF. 29/25
EGYPT,65.0,CAPPUCCIO SGANCIO PREF. 29/25
Bulgaria,10.0,CAPPUCCIO SGANCIO PREF. 29/25
AFGHANISTAN,0.0,CAPPUCCIO SGANCIO PREF. 29/25
Sudan,212.0,CAPPUCCIO SGANCIO PREF. 38 Bericap
South Africa,144.0,CAPPUCCIO SGANCIO PREF. 38 Bericap
Israel,142.0,CAPPUCCIO SGANCIO PREF. 38 Bericap
Belarus,20.0,CAPPUCCIO SGANCIO PREF. 38 Bericap
MOROCCO,12.0,CAPPUCCIO SGANCIO PREF. 38 Bericap
Jordan,8.0,COLTELLO
Chile,4.0,COLTELLO
Libya,4.0,COLTELLO
MOROCCO,4.0,COLTELLO
COLOMBIA,3.0,COLTELLO
MEXICO,16.0,GRUPPO DIVISORE FILM
ROMANIA,9.0,GRUPPO DIVISORE FILM
South Africa,9.0,GRUPPO DIVISORE FILM
USA,6.0,GRUPPO DIVISORE FILM
Greece,5.0,GRUPPO DIVISORE FILM
YEMEN,8.0,GRUPPO SCARICO PREFORMA
ALGERIA,7.0,GRUPPO SCARICO PREFORMA
MOROCCO,5.0,GRUPPO SCARICO PREFORMA
MEXICO,3.0,GRUPPO SCARICO PREFORMA
Macedonia,3.0,GRUPPO SCARICO PREFORMA
Saudi Arabia,5222.0,PRESA PREFORME 29/25
Iraq,5017.0,PRESA PREFORME 29/25
UGANDA,4068.0,PRESA PREFORME 29/25
ALGERIA,4027.0,PRESA PREFORME 29/25
YEMEN,2120.0,PRESA PREFORME 29/25
BAHRAIN,24384.0,CATENA CERNIERA DOPPIA
TUNISIA,24384.0,CATENA CERNIERA DOPPIA
Indonesia,9147.0,CATENA CERNIERA DOPPIA
CHINA,6096.0,CATENA CERNIERA DOPPIA
YEMEN,64.0,CATENA CERNIERA DOPPIA
Spain,40.0,GRUPPO SECONDARIO
Saudi Arabia,13.0,GRUPPO SECONDARIO
TUNISIA,10.0,GRUPPO SECONDARIO
BAHRAIN,4.0,GRUPPO SECONDARIO
FRANCE,4.0,GRUPPO SECONDARIO
YEMEN,36.0,RUOTA RINVIO PER CAT. CURVILINEA
PHILIPPINES,28.0,RUOTA RINVIO PER CAT. CURVILINEA
Qatar,12.0,RUOTA RINVIO PER CAT. CURVILINEA
CHINA,6.0,RUOTA RINVIO PER CAT. CURVILINEA
BAHRAIN,4.0,RUOTA RINVIO PER CAT. CURVILINEA
COLOMBIA,45.0,CAPOCORDA PROTETTO
Benin,40.0,CAPOCORDA PROTETTO
AFGHANISTAN,0.0,CAPOCORDA PROTETTO
ALBANIA,0.0,CAPOCORDA PROTETTO
ALGERIA,0.0,CAPOCORDA PROTETTO
Iraq,7.0,GRUPPO LUBRIFICAZIONE
Benin,4.0,GRUPPO LUBRIFICAZIONE
Islamic Republic of Iran,4.0,GRUPPO LUBRIFICAZIONE
KENYA,4.0,GRUPPO LUBRIFICAZIONE
Saudi Arabia,4.0,GRUPPO LUBRIFICAZIONE
Benin,2.0,GRUPPO TRASMISSIONE
Islamic Republic of Iran,2.0,GRUPPO TRASMISSIONE
ALGERIA,1.0,GRUPPO TRASMISSIONE
India,1.0,GRUPPO TRASMISSIONE
JAPAN,1.0,GRUPPO TRASMISSIONE
Cambodia,396.0,GRUPPO VALVOLA
PHILIPPINES,359.0,GRUPPO VALVOLA
Belarus,280.0,GRUPPO VALVOLA
FRANCE,57.0,GRUPPO VALVOLA
Saudi Arabia,48.0,GRUPPO VALVOLA
Ghana,152.0,GUIDA CON CARRELLO
RUSSIAN FEDERATION,76.0,GUIDA CON CARRELLO
UNITED KINGDOM,63.0,GUIDA CON CARRELLO
Saudi Arabia,61.0,GUIDA CON CARRELLO
India,51.0,GUIDA CON CARRELLO
Benin,20.0,LUBRIFICATORE
TANZANIA,16.0,LUBRIFICATORE
Israel,7.0,LUBRIFICATORE
Ivory Coast,7.0,LUBRIFICATORE
South Africa,6.0,LUBRIFICATORE
USA,52.0,GRUPPO QUADRO FORNO
Saudi Arabia,35.0,GRUPPO QUADRO FORNO
MEXICO,27.0,GRUPPO QUADRO FORNO
Portugal,16.0,GRUPPO QUADRO FORNO
Spain,12.0,GRUPPO QUADRO FORNO
USA,59.0,PIEDE SNODATO
Mozambique,40.0,PIEDE SNODATO
CANADA,28.0,PIEDE SNODATO
MEXICO,13.0,PIEDE SNODATO
COLOMBIA,12.0,PIEDE SNODATO
Islamic Republic of Iran,10.0,AUTOTRASFORMATORE
USA,8.0,AUTOTRASFORMATORE
FRANCE,5.0,AUTOTRASFORMATORE
CANADA,4.0,AUTOTRASFORMATORE
TAIWAN R.O.C.,2.0,AUTOTRASFORMATORE
PAKISTAN,17.0,CAMPANA
MEXICO,12.0,CAMPANA
Brazil,7.0,CAMPANA
Netherlands,5.0,CAMPANA
TUNISIA,4.0,CAMPANA
Brazil,131116.2109375,CATENA CERNIERA RETTILINEA
ITALY,48774.0,CATENA CERNIERA RETTILINEA
FRANCE,27467.796875,CATENA CERNIERA RETTILINEA
ALGERIA,24384.0,CATENA CERNIERA RETTILINEA
DENMARK,18288.0,CATENA CERNIERA RETTILINEA
MEXICO,44.0,CPU
TRINIDAD AND TOBAGO,16.0,CPU
ALGERIA,15.0,CPU
UNITED KINGDOM,15.0,CPU
TURKEY,14.0,CPU
USA,14.0,CUSCINETTO ASTUCCIO A SFERE
Brazil,12.0,CUSCINETTO ASTUCCIO A SFERE
South Korea,8.0,CUSCINETTO ASTUCCIO A SFERE
THAILAND,4.0,CUSCINETTO ASTUCCIO A SFERE
AFGHANISTAN,0.0,CUSCINETTO ASTUCCIO A SFERE
India,6.0,DISCO FRENO
THAILAND,5.0,DISCO FRENO
MEXICO,3.0,DISCO FRENO
Brazil,2.0,DISCO FRENO
Oman,1.0,DISCO FRENO
ALGERIA,46.0,DISTRIBUZIONE ARIA
Brazil,22.0,DISTRIBUZIONE ARIA
Saudi Arabia,15.0,DISTRIBUZIONE ARIA
CHINA,6.0,DISTRIBUZIONE ARIA
FRANCE,5.0,DISTRIBUZIONE ARIA
Brazil,2.0,GRUPPO ALBERO PORTABOBINA
Spain,2.0,GRUPPO ALBERO PORTABOBINA
AFGHANISTAN,0.0,GRUPPO ALBERO PORTABOBINA
ALBANIA,0.0,GRUPPO ALBERO PORTABOBINA
ALGERIA,0.0,GRUPPO ALBERO PORTABOBINA
Indonesia,55.0,GRUPPO AVANZAMENTO CARTONE
CHINA,10.0,GRUPPO AVANZAMENTO CARTONE
UNITED KINGDOM,8.0,GRUPPO AVANZAMENTO CARTONE
Saudi Arabia,7.0,GRUPPO AVANZAMENTO CARTONE
South Africa,6.0,GRUPPO AVANZAMENTO CARTONE
Indonesia,392.0,GRUPPO FACCHINI
THAILAND,339.0,GRUPPO FACCHINI
USA,190.0,GRUPPO FACCHINI
Spain,120.0,GRUPPO FACCHINI
CHINA,117.0,GRUPPO FACCHINI
Iraq,316.0,"GRUPPO MANDRINO PASSO 36,5"
Brazil,216.0,"GRUPPO MANDRINO PASSO 36,5"
Saudi Arabia,211.0,"GRUPPO MANDRINO PASSO 36,5"
ETHIOPIA,138.0,"GRUPPO MANDRINO PASSO 36,5"
POLAND,49.0,"GRUPPO MANDRINO PASSO 36,5"
Iraq,16.0,GRUPPO PORTASTAMPO
PHILIPPINES,16.0,GRUPPO PORTASTAMPO
RUSSIAN FEDERATION,15.0,GRUPPO PORTASTAMPO
India,11.0,GRUPPO PORTASTAMPO
"Congo, Republic of",9.0,GRUPPO PORTASTAMPO
MEXICO,17.0,GRUPPO PROTEZIONE
USA,14.0,GRUPPO PROTEZIONE
Brazil,11.0,GRUPPO PROTEZIONE
CHINA,6.0,GRUPPO PROTEZIONE
Greece,4.0,GRUPPO PROTEZIONE
Brazil,1.0,GRUPPO RAFFREDDAMENTO
CHINA,1.0,GRUPPO RAFFREDDAMENTO
AFGHANISTAN,0.0,GRUPPO RAFFREDDAMENTO
ALBANIA,0.0,GRUPPO RAFFREDDAMENTO
ALGERIA,0.0,GRUPPO RAFFREDDAMENTO
UNITED KINGDOM,26.0,GRUPPO STELLE
Brazil,4.0,GRUPPO STELLE
Israel,4.0,GRUPPO STELLE
AFGHANISTAN,0.0,GRUPPO STELLE
ALBANIA,0.0,GRUPPO STELLE
Brazil,8.0,GUIDA SPACCAFLUSSO PER INCANALATO
ROMANIA,4.0,GUIDA SPACCAFLUSSO PER INCANALATO
Kazakhstan,2.0,GUIDA SPACCAFLUSSO PER INCANALATO
AFGHANISTAN,0.0,GUIDA SPACCAFLUSSO PER INCANALATO
ALBANIA,0.0,GUIDA SPACCAFLUSSO PER INCANALATO
MEXICO,6.0,IMPIANTO OLEODINAMICO
Lebanon,3.0,IMPIANTO OLEODINAMICO
South Africa,3.0,IMPIANTO OLEODINAMICO
EGYPT,2.0,IMPIANTO OLEODINAMICO
MOROCCO,2.0,IMPIANTO OLEODINAMICO
Brazil,8.0,MARTS (PROG.)
MALAYSIA,7.0,MARTS (PROG.)
Indonesia,4.0,MARTS (PROG.)
THAILAND,2.0,MARTS (PROG.)
MEXICO,1.0,MARTS (PROG.)
Brazil,4.0,MEMORIA
ITALY,4.0,MEMORIA
Greece,3.0,MEMORIA
ECUADOR,2.0,MEMORIA
Portugal,2.0,MEMORIA
Brazil,3.0,MEMORIA - TH
Greece,3.0,MEMORIA - TH
ECUADOR,2.0,MEMORIA - TH
ITALY,2.0,MEMORIA - TH
Portugal,2.0,MEMORIA - TH
CHINA,524.0,PALETTA
ITALY,216.0,PALETTA
USA,149.0,PALETTA
Spain,144.0,PALETTA
Palestinian Territory,112.0,PALETTA
YEMEN,236.0,PIASTRA
MEXICO,185.0,PIASTRA
Islamic Republic of Iran,118.0,PIASTRA
ALGERIA,96.0,PIASTRA
Germany,52.0,PIASTRA
ALGERIA,7.0,PIEDE
Brazil,1.0,PIEDE
AFGHANISTAN,0.0,PIEDE
ALBANIA,0.0,PIEDE
ANDORRA,0.0,PIEDE
PHILIPPINES,936.0,PRESA PREFORME 38mm - 2P
POLAND,612.0,PRESA PREFORME 38mm - 2P
Switzerland,34.0,PRESA PREFORME 38mm - 2P
Brazil,6.0,PRESA PREFORME 38mm - 2P
AFGHANISTAN,0.0,PRESA PREFORME 38mm - 2P
VIETNAM,37.0,RUOTA DENTATA CILINDRICA + MOZZO
YEMEN,20.0,RUOTA DENTATA CILINDRICA + MOZZO
Germany,16.0,RUOTA DENTATA CILINDRICA + MOZZO
COLOMBIA,14.0,RUOTA DENTATA CILINDRICA + MOZZO
Spain,10.0,RUOTA DENTATA CILINDRICA + MOZZO
USA,67.5,SILICONE ESPANSO ADESIVO
Brazil,67.0,SILICONE ESPANSO ADESIVO
MEXICO,59.5,SILICONE ESPANSO ADESIVO
ITALY,45.0,SILICONE ESPANSO ADESIVO
UNITED KINGDOM,43.0,SILICONE ESPANSO ADESIVO
Brazil,16.0,TAMPONE
ITALY,5.0,TAMPONE
GEORGIA,2.0,TAMPONE
South Korea,1.0,TAMPONE
AFGHANISTAN,0.0,TAMPONE
USA,24.0,TENDITORE
CHINA,15.0,TENDITORE
Brazil,3.0,TENDITORE
AFGHANISTAN,0.0,TENDITORE
ALBANIA,0.0,TENDITORE
Islamic Republic of Iran,11.0,VARIATORE
Qatar,8.0,VARIATORE
MEXICO,5.0,VARIATORE
Spain,4.0,VARIATORE
Oman,3.0,VARIATORE
THAILAND,5.0,VOLANTINO
UNITED KINGDOM,5.0,VOLANTINO
India,4.0,VOLANTINO
Brazil,3.0,VOLANTINO
AFGHANISTAN,0.0,VOLANTINO
PHILIPPINES,14.0,DISPLAY
MEXICO,7.0,DISPLAY
Islamic Republic of Iran,6.0,DISPLAY
Ivory Coast,6.0,DISPLAY
TANZANIA,6.0,DISPLAY
ALGERIA,12.0,GRUPPO COLLETTORE
Qatar,11.0,GRUPPO COLLETTORE
Spain,10.0,GRUPPO COLLETTORE
MEXICO,7.0,GRUPPO COLLETTORE
ROMANIA,4.0,GRUPPO COLLETTORE
MOROCCO,20.0,"GRUPPO MANDRINO PASSO 54,06"
South Africa,20.0,"GRUPPO MANDRINO PASSO 54,06"
Ireland,15.0,"GRUPPO MANDRINO PASSO 54,06"
MEXICO,13.0,"GRUPPO MANDRINO PASSO 54,06"
Portugal,8.0,"GRUPPO MANDRINO PASSO 54,06"
ALGERIA,22.0,BARRIERA OTTICA
MEXICO,10.0,BARRIERA OTTICA
USA,8.0,BARRIERA OTTICA
Saudi Arabia,6.0,BARRIERA OTTICA
THAILAND,6.0,BARRIERA OTTICA
USA,11.0,BOBINA SGANCIO
SAINT LUCIA,10.0,BOBINA SGANCIO
CHINA,8.0,BOBINA SGANCIO
JAMAICA,8.0,BOBINA SGANCIO
Lebanon,4.0,BOBINA SGANCIO
Sudan,20.0,BOCCOLA A PRESSARE
Islamic Republic of Iran,6.0,BOCCOLA A PRESSARE
CHINA,5.0,BOCCOLA A PRESSARE
CANADA,2.0,BOCCOLA A PRESSARE
Chile,1.0,BOCCOLA A PRESSARE
Islamic Republic of Iran,4.0,CENTRALINA COLLA
PAKISTAN,4.0,CENTRALINA COLLA
CANADA,2.0,CENTRALINA COLLA
GEORGIA,2.0,CENTRALINA COLLA
MOROCCO,2.0,CENTRALINA COLLA
MALDIVES,4.0,COLLETTORE
MOROCCO,4.0,COLLETTORE
PHILIPPINES,4.0,COLLETTORE
South Korea,3.0,COLLETTORE
ALGERIA,2.0,COLLETTORE
UZBEKISTAN,45.0,CONTRODADO
Kuwait,8.0,CONTRODADO
South Africa,6.0,CONTRODADO
CANADA,4.0,CONTRODADO
CHINA,3.0,CONTRODADO
Cape Verde,1895.0,DADO
YEMEN,1040.0,DADO
UNITED KINGDOM,654.0,DADO
PHILIPPINES,606.0,DADO
MEXICO,600.0,DADO
ITALY,60.0,FILTRO ROHS
CANADA,49.0,FILTRO ROHS
AFGHANISTAN,0.0,FILTRO ROHS
ALBANIA,0.0,FILTRO ROHS
ALGERIA,0.0,FILTRO ROHS
COLOMBIA,6.0,GRUPPO STRUTTURA MACCHINA
CHINA,4.0,GRUPPO STRUTTURA MACCHINA
Portugal,4.0,GRUPPO STRUTTURA MACCHINA
Sudan,4.0,GRUPPO STRUTTURA MACCHINA
MALAYSIA,3.0,GRUPPO STRUTTURA MACCHINA
Spain,8.0,ISOLA DIGITALE
Switzerland,3.0,ISOLA DIGITALE
Indonesia,2.0,ISOLA DIGITALE
CANADA,1.0,ISOLA DIGITALE
AFGHANISTAN,0.0,ISOLA DIGITALE
THAILAND,12.0,PRESA
Iraq,2.0,PRESA
Islamic Republic of Iran,2.0,PRESA
USA,2.0,PRESA
CANADA,1.0,PRESA
UZBEKISTAN,45.0,PRESSACAVO
Islamic Republic of Iran,32.0,PRESSACAVO
CANADA,17.0,PRESSACAVO
